Šifra;Naziv;Župnija;Poštanski Broj;Mjesto;Adresa;Tip Ustanove;Osnivač;Ravnatelj;Telefon;Faks;e Pošta;Web
12-339-001;OSNOVNA ŠKOLA IVAN FILIPOVIĆ;Brodsko-posavska županija;35221;Velika Kopanica;TRG PRESVETOG TROJSTVA 15;Osnovna škola;Brodsko-posavska županija;Željko Flidr;035/477-315, 035/477-315, 035/477-902;035/477-315;ured@os-ifilipovic-velikakopanica.skole.hr;www.os-ifilipovic-velikakopanica.skole.hr
12-341-001;Osnovna škola Stjepan Radić Oprisavci;Brodsko-posavska županija;35213;Oprisavci;Trg Svetog Križa 19;Osnovna škola;Brodsko-posavska županija;Ivana Vukovarac;035/227-122, 035/227-920, 035/227-921;035/227-920;ured@os-sradic-oprisavci.skole.hr;
12-342-001;Osnovna škola Matija Gubec Cernik;Brodsko-posavska županija;35404;Cernik;ŠKOLSKA 20;Osnovna škola;Brodsko-posavska županija;Reza Benković;035/369-003, 035/369-456;035/369-003;ured@os-mgubec-cernik.skole.hr;www.os-mgubec-cernik.skole.hr
12-343-001;Osnovna škola Matija Antun Relković;Brodsko-posavska županija;35425;Davor;Ignjata Brlića 1;Osnovna škola;Brodsko-posavska županija;Jasna Butumović;035/347-475, 035/347-114;035/347-115;os-davor@os-mareljkovic-davor.skole.hr;
12-344-001;Osnovna škola Dragalić;Brodsko-posavska županija;35428;Dragalić;Trg svetog Ivana Krstitelja 3;Osnovna škola;Brodsko-posavska županija;Branka Francuz;035/376-049, 035/376-249;035/376-049;skola@os-dragalic.skole.hr;www.os-dragalic.skole.hr
12-346-001;Osnovna škola Antun Mihanović Nova Kapela Batrina;Brodsko-posavska županija;35410;Batrina;STJEPANA RADIĆA 156;Osnovna škola;Brodsko-posavska županija;Lidija Grozdanović;035/384-018, 035/384-017;035/384-018;ured@os-amihanovic-batrina.skole.hr;http://os-amihanovic-batrina.skole.hr/
12-347-001;Osnovna škola Okučani;Brodsko-posavska županija;35430;Okučani;BLAŽENOG KARDINALA A. STEPINCA 5;Osnovna škola;Brodsko-posavska županija;Ivana Mijatović;035/371-087, 035/371-087, 035/371-033;035/371-087;os-okucani@sb.t-com.hr, ured@os-okucani.skole.hr;http://os-okucani.skole.hr/
12-348-001;Osnovna škola Ante Starčevića;Brodsko-posavska županija;35403;Rešetari;Vladimira Nazora 23;Osnovna škola;Brodsko-posavska županija;Tihomir Batalo;035/367-240, 035/367-240, 035/333171;035/333-210;ured@os-astarcevic-resetari.skole.hr;http://os-astarcevic-resetari.skole.hr/
12-348-002;Osnovna škola Vladimir Nazor;Brodsko-posavska županija;35422;Adžamovci;STJEPANA RADIĆA 3;Osnovna škola;Brodsko-posavska županija;Marija Petričević;035/342-317, 035/342-271;;ured@os-vnazor-adzamovci.skole.hr;os-v.nazor-adzamovci.skole.hr
12-349-001;Osnovna škola Ivana Gorana Kovačića;Brodsko-posavska županija;35420;Staro Petrovo Selo;MATIJE GUPCA 29;Osnovna škola;Brodsko-posavska županija;Zrinka Dejanović;035/387-060, 035/387-066, 035/387-060;035/387-066;ured@os-igkovacic-staropetrovoselo.skole.hr;http://os-igkovacic-staropetrovoselo.skole.hr/
12-349-002;Osnovna škola Markovac;Brodsko-posavska županija;35414;Vrbova;Vrbova 258A;Osnovna škola;Brodsko-posavska županija;Melita Selichar;035/389-144, 035/389-144, 035/389-144;035/389-144;skola@os-markovac-vrbova.skole.hr;http://os-markovac-vrbova.skole.hr/
13-002-001;OSNOVNA ŠKOLA BENKOVAC;Zadarska županija;23420;Benkovac;ANTUNA MIHANOVIĆA 21;Osnovna škola;Zadarska županija;Tonći Kuman;023/681-853, 023/681-853,684-177, 023 684-178, 023 681 853;;os-benkovac@zd.t-com.hr, ravnatelj@os-benkovac.skole.hr, racunovodstvo@os-benkovac.skole.hr, logoped@os-benkovac.skole.hr, psiholog@os-benkovac.skole.hr, knjiznica@os-benkovac.skole.hr, ured@os-benkovac.skole.hr;
13-003-001;Osnovna škola Biograd;Zadarska županija;23210;Biograd na Moru;Dr. Franje Tuđmana 27;Osnovna škola, Umjetnička škola;Zadarska županija;Jordanko Miloš;383-030, 385-024, 386-729;657-405;os.biograd@os-biogradnamoru.skole.hr;os-biogradnamoru.skole.hr
13-027-001;OSNOVNA ŠKOLA NIKOLE TESLE;Zadarska županija;23440;Gračac;Školska 12;Osnovna škola;Zadarska županija;Slavica Miočić;023/775-033, 023/773-084, 023/773-066;023/773-084;ured@os-ntesle-gracac.skole.hr;http://os-ntesle-gracac.skole.hr/
13-055-001;OSNOVNA ŠKOLA OBROVAC;Zadarska županija;23450;Obrovac;BANA JOSIPA JELAČIĆA 13;Osnovna škola;Zadarska županija;Željko Modrić;023/689-059, 023/689-417;023/689-059;obrovac@os-obrovac.skole.hr;
13-063-001;OSNOVNA ŠKOLA JURJA DALMATINCA PAG;Zadarska županija;23250;Pag;ANTE STARČEVIĆA 12;Osnovna škola;Zadarska županija;Željka Zubović;023 / 611-517, 023 / 611-455;023 / 611-455;ured@os-jdalmatinca-pag.skole.hr;http://www.os-jdalmatinca-pag.skole.r
13-107-001;OSNOVNA ŠKOLA STANOVI;Zadarska županija;23000;Zadar;RINE ARAS 3;Osnovna škola;GRAD ZADAR;Markica Perić;212-095, 317-080, 319-120, 224-230, 315-499;317-080;uprava@os-stanovi-zd.skole.hr;http://www.os-stanovi-zd.skole.hr/
13-107-002;OSNOVNA ŠKOLA KRUNE KRSTIĆA - ZADAR;Zadarska županija;23000;Zadar;TRG GOSPE LORETSKE 3;Osnovna škola;GRAD ZADAR;Jasmina Matešić;023/224-800, 023/224-801, 023/224-802, 224-803, 224-807;023/224-808;ured@os-kkrstica-zd.skole.hr;
13-107-003;OSNOVNA ŠKOLA PETRA PRERADOVIĆA;Zadarska županija;23000;Zadar;TRG PETRA PRERADOVIĆA 1;Osnovna škola;grad Zadar;Stanka Martinac Pera;316-814, 300-258, 211-923;300-258;ured@os-ppreradovica-zd.skole.hr;http://os-ppreradovica-zd.skole.hr/
13-107-004;OSNOVNA ŠKOLA ŠIMUNA KOŽIČIĆA BENJE;Zadarska županija;23000;Zadar;ASJE PETRIČIĆ 7;Osnovna škola;GRAD ZADAR;Dražen Adžić;331-177, 333-685;333-685;ured@os-skbenje-zd.skole.hr;
13-107-005;Osnovna škola Šime Budinića - Zadar;Zadarska županija;23000;Zadar;PUT ŠIMUNOVA 4;Osnovna škola;GRAD ZADAR;Jagoda Galić;023/305435, 023/305227, 023/309011, 023/309012, 023/309013, 099 80 69 021, 023/309196, 023/309226;023/309010;os-s.budinica@zd.t-com.hr, ured@os-sbudinica-zd.skole.hr;www.os-sbudinica-zd.skole.hr
13-107-006;Osnovna škola Smiljevac;Zadarska županija;23000;Zadar;Ivana Lucića 47;Osnovna škola;GRAD ZADAR;Bernardo Kotlar;241-649, 241-725;241-298;smiljevac@os-smiljevac-zd.skole.hr;
13-107-007;Osnovna škola BARTULA KAŠIĆA;Zadarska županija;23000;Zadar;BRIBIRSKI PRILAZ 2;Osnovna škola;GRAD ZADAR;Katica Skukan;321-397, 321-397;323-620;katica.skukan@skole.hr, ured@os-bkasica-zadar.skole.hr;http://os-bkasica-zadar.skole.hr/
13-107-008;Osnovna škola Voštarnica - Zadar;Zadarska županija;23000;Zadar;IVANA MEŠTROVIĆA 3;Osnovna škola;GRAD ZADAR;Irena Dukić;023/337-048, 023/333-945;023/333-945;os-vostarnica@zd.t-com.hr;http://www.os-vostarnica-zd.skole.hr/
13-107-009;Osnovna škola ZADARSKI OTOCI - Zadar;Zadarska županija;23000;Zadar;Trg Damira Tomljanovića Gavrana 2;Osnovna škola;GRAD ZADAR;Davor Barić;023/312-224, 099/4323-499, 023/328-040;023/312-224;ured@os-zadarski-otoci-zd.skole.hr;http://os-zadarski-otoci-zd.skole.hr/
13-107-011;Privatna osnovna škola NOVA;Zadarska županija;23000;Zadar;Splitska 1;Osnovna škola;Anka Marić i Dolores Mufa;Dolores Mufa;023/337 708, 023/337 335, 023/337 709, 023/337 708;023/337 332;ured.nova@skole.hr, privatna.osnovna.skola.nova@zd.t-com.hr, skola@posnova.hr;www.posnova.hr
13-351-001;OSNOVNA ŠKOLA STJEPANA RADIĆA-BIBINJE;Zadarska županija;23205;Bibinje;Gumla 3;Osnovna škola;Zadarska županija;Mirka Sikirić;023/261-161;023/261-161;mirka.sikiric@os-sradica-bibinje.skole.hr, os-bibinje@email.t-com.hr;http://www.os-stjepanaradica-bibinje.hr/
13-352-001;OSNOVNA ŠKOLA SUKOŠAN;Zadarska županija;23206;Sukošan;Josipa Peričića 15;Osnovna škola;Zadarska županija;Branimir Peričić;393-155, 394-481;394-481;ured@os-sukosan.skole.hr;www.os-sukosan.skole.hr
13-353-001;OSNOVNA ŠKOLA ZEMUNIK;Zadarska županija;23222;Zemunik Donji;ZEMUNIK DONJI;Osnovna škola;Zadarska županija;Božena Župan;023/351-640, 023/351-635, 023/351-636;023/351-007;oszemunik@os-zemunik.skole.hr;http://www.os-zemunik.skole.hr/
13-353-002;OSNOVNA ŠKOLA GALOVAC;Zadarska županija;23222;Galovac;Galovac 175;Osnovna škola;Zadarska županija;Josip Lučić;392-274, 392-203;392-274;ured@os-galovac.skole.hr;www.os-galovac.skole.hr
13-354-001;Osnovna škola Vladimira Nazora - Škabrnje;Zadarska županija;23223;Škabrnja;Put Marinovca 9;Osnovna škola;Zadarska županija;Marin Pavičić;637-256, 637-700;637-256;ured@os-vnazora-skabrnja.skole.hr;
13-355-001;OSNOVNA ŠKOLA POLIČNIK;Zadarska županija;23241;Poličnik;Ulica Dr. Franje Tuđmana 68;Osnovna škola;Zadarska županija;Elvis Alić;354-640;023/354-469, 354-469;ured@os-policnik.skole.hr;
13-356-001;Osnovna škola Braća Ribar;Zadarska županija;23242;Posedarje;Športska 3;Osnovna škola;Zadarska županija;Luzarko Novaković;266-144, 266-489;266-144;os-posedarje@os-brace-ribar-posedarje.skole.hr;
13-357-001;OSNOVNA ŠKOLA NOVIGRAD;Zadarska županija;23312;Novigrad;Butka Kurjakovića 7;Osnovna škola;Zadarska županija;;023/375-077, 023/375-600;;ured@os-novigrad.skole.hr;http://os-novigrad.skole.hr/
13-357-002;OSNOVNA ŠKOLA BRAĆE RADIĆ;Zadarska županija;23226;Pridraga;TRG STJEPANA RADIĆA  1;Osnovna škola;Zadarska županija;Antonio Zubčić;669-452, 669-647, 098/172 2970;669-452;skola@os-brace-radic-pridraga.skole.hr;
13-358-001;Osnovna škola Starigrad;Zadarska županija;23244;Starigrad;Jose Dokoze 30;Osnovna škola;Zadarska županija;Jadranka Marasović;023/369-206, 023/369-153;023/369-206;skola@os-starigrad-paklenica.skole.hr;
13-359-001;Osnovna škola Jurja Barakovića Ražanac;Zadarska županija;23248;Ražanac;Ražanac X 9;Osnovna škola;Zadarska županija;;023/651-110, 023/651-341;023/651-110;ured@os-jbarakovica-razanac.skole.hr;www. os-jbarakovica-razanac.skole.hr
13-360-001;OSNOVNA ŠKOLA ˝PETAR ZORANIĆ˝;Zadarska županija;23232;Nin;Ulica dr. Franje Tuđmana 3;Osnovna škola;Zadarska županija;Kata Knežević;023/264-023;023/264-082;ured@os-pzoranic-nin.skole.hr;http://www.os-pzoranic-nin.skole.hr/
13-360-002;OSNOVNA ŠKOLA PRIVLAKA;Zadarska županija;23233;Privlaka;IVANA PAVLA II 53 23233 PRIVLAKA;Osnovna škola;ZADARSKA ŽUPANIJA;Verica Škibola;023/367-367, 023/367-027, 023/367-790;075/801-120;ured@os-privlaka.skole.hr;http://os-privlaka.skole.hr/
13-362-001;Osnovna škola VALENTIN KLARIN Preko;Zadarska županija;23273;Preko;Cesta hrvatskih branitelja 39 H;Osnovna škola;Zadarska županija;Kristijan Smud;286-115, 286-561, 286-808;286-115;vklarin@os-vklarin-preko.skole.hr;
13-364-001;Osnovna škola PETAR LORINI;Zadarska županija;23281;Sali;SALI III 20;Osnovna škola;Zadarska županija;Gordan Dragaš;023 377-556;023 377-556;os-petar-lorini@zd.htnet.hr, ured@os-plorini-sali.skole.hr;http://os-plorini-sali.skole.hr
13-365-001;OSNOVNA ŠKOLA VLADIMIR NAZOR;Zadarska županija;23264;Neviđane;NEVIĐANE 217;Osnovna škola;Zadarska županija;Ivan Hrabrov;023/269-288;023/269-600;ured@os-vnazor-nevidjane.skole.hr;
13-366-001;Osnovna škola Pakoštane;Zadarska županija;23211;Pakoštane;BANA JOSIPA JELAČIĆA 1;Osnovna škola;Zadarska županija;Andrija Vanjak;023/381-042, 023/381-511;023/381-042;os-pakostane@os-pakostane.skole.hr;http://www.os-pakostane.skole.hr/
13-367-001;Osnovna škola Sv. Filip i Jakov;Zadarska županija;23207;Sveti Filip i Jakov;ULICA UČITELJICE KARMELE PELICARIĆ MARUŠIĆ 10 ;Osnovna škola;Zadarska županija;Gordana Kurtov;023/388-609, 023/389-611;023/389-535;svetifilipijakov@os-svetifilipijakov.skole.hr;http://os-svetifilipijakov.skole.hr/
13-368-001;OSNOVNA ŠKOLA PETRA ZORANIĆA;Zadarska županija;23243;Jasenice;Ulica Petra Zoranića 2,Maslenica;Osnovna škola;Zadarska županija;Ana Milovac;023 655621, 023 655380;023/655-379;ospzoranicajasenice@os-pzoranic-jasenice.skole.hr;os-pzoranic-jasenice.skole.hr
13-372-001;OSNOVNA ŠKOLA FRANKA LISICE POLAČA;Zadarska županija;23423;Polača;POLAČA 140;Osnovna škola;Zadarska županija;;662-166, 662-642;662-166;ured@os-polaca.skole.hr;www.os-polaca.skole.hr
13-374-001;Osnovna škola Ivan Goran Kovačić;Zadarska županija;23420;Lišane Ostrovičke;LIŠANE OSTROVIČKE 220;Osnovna škola;Zadarska županija;Anita Gašparović;661-128, 661-300, 098/388-128;+38523661301;ured@os-igkovacic-lisaneostrovicke.skole.hr;http://os-igkovacic-lisaneostrovicke.skole.hr/
13-375-001;OSNOVNA ŠKOLA PETAR ZORANIĆ;Zadarska županija;23422;Stankovci;Stankovci 222;Osnovna škola;Zadarska županija;Božena Delić-Žepina;023/380-641, 023/380-171, 023/380-640, 0951982570;023 380-458;ured@os-pzoranic-stankovci.skole.hr;
14-001-001;Osnovna škola Šećerana;Osječko-baranjska županija;31300;Šećerana;ULICA ŽRTAVA DOMOVINSKOG RATA 27;Osnovna škola;Osječko-baranjska županija;Đurđica Petrović;031/725-004, 031/725-311;031/725-384;skola@os-secerana.skole.hr;
14-001-002;OSNOVNA ŠKOLA DR. FRANJO TUĐMAN;Osječko-baranjska županija;31300;Beli Manastir;SVETOG MARTINA 16;Osnovna škola;Osječko-baranjska županija;Lidija Šumiga;031703780, 031703781;031701460;ured@os-drftudjman-beli-manastir.skole.hr;http://os-drftudjman-beli-manastir.skole.hr/
14-016-001;Osnovna škola August Harambašić;Osječko-baranjska županija;31540;Donji Miholjac;Prilaz stadionu 1 a;Osnovna škola, Umjetnička škola;Osječko-baranjska županija;Vedran Aladić;031/631-373, 031/631-373, 031/492-281;031/631-073;dmiholjac@os-aharambasica-donjimiholjac.skole.hr;http://www.os-aharambasica-donjimiholjac.skole.hr
14-016-002;Osnovna škola Hrvatski sokol;Osječko-baranjska županija;31552;Podgajci Podravski;VLADIMIRA NAZORA 185;Osnovna škola;Osječko-baranjska županija;Krešimir Lagetar;031/621-250, 031/621-250, 031/621-253, 031/621-252;031/621-251;skola@os-hrvatskisokol-podgajcipodravski.skole.hr, skola@os-hrvatskisokol-podgajcipodravski.skole.hr;
14-022-001;Osnovna škola Budrovci;Osječko-baranjska županija;31400;Budrovci;Gupčev trg 8;Osnovna škola;Osječko-baranjska županija;Ivan Jukić;031/833-400, 031/833-407, 031-833-402, 031-833-401;031/833-149;ured@os-budrovci.skole.hr;http://os-budrovci.skole.hr/
14-022-002;Osnovna škola Ivan Goran Kovačić;Osječko-baranjska županija;31400;Đakovo;KRALJA TOMISLAVA 25;Osnovna škola, Umjetnička škola;Osječko-baranjska županija;Ante Andabak;031/813-572, 031/813-572, 031/813-572, 031/821-260, 851-011;031/813-282;igk@os-igkovacic-dj.skole.hr, igkdjak@gmail.com;http://os-igkovacic-dj.skole.hr/
14-022-003;Osnovna škola Vladimir Nazor;Osječko-baranjska županija;31400;Đakovo;KRALJA TOMISLAVA 18;Osnovna škola;Osječko-baranjska županija;Andrija Šušak;031/813-406, 031/813-580, 031/813-685;031/813-406;ured@os-vnazor-dj.skole.hr;
14-022-004;Osnovna škola Josipa Antuna Ćolnića;Osječko-baranjska županija;31400;Đakovo;TRG NIKOLE ŠUBIĆA ZRINSKOG 4;Osnovna škola;Osječko-baranjska županija;Zvonko Belvanović;031/817-014, 031/816-665, 031/816-828, 031/ 816-667;031/816-665;ured@os-jacolnica-dj.skole.hr;os-jacolnica-dj.skole.hr
14-022-005;Osnovna škola Đakovački Selci;Osječko-baranjska županija;31415;Selci Đakovački;SELCI ĐAKOVAČKI, Bana Josipa Jelačića 9;Osnovna škola;Osječko-baranjska županija;Nada Denić;031/832-005, 031/832-491, 832-011, 832-512, 832-513;031/832-137;skola@os-selci-djakovacki.skole.hr;
14-022-006;Osnovna škola Matija Gubec;Osječko-baranjska županija;31417;Piškorevci;PREOBRAŽENSKI TRG 11;Osnovna škola;Osječko-baranjska županija;Damir Iletić;031854769, 031854058;031854771;ured@os-mgubec-piskorevci.skole.hr;http://os-mgubec-piskorevci.skole.hr
14-050-001;Osnovna škola Dore Pejačević Našice;Osječko-baranjska županija;31500;Našice;Augusta Cesarca 18;Osnovna škola;Osječko-baranjska županija;Jasminka Falamić;031/613-357, 031/615-415, 031/613-909;031/613-749;osdorepejacevic@os-dpejacevic-na.skole.hr, osdore@os-dpejacevic-na.skole.hr;www.os-dpejacevic-na.skole.hr
14-050-002;Osnovna škola Ivana Brnjika Slovaka;Osječko-baranjska županija;31225;Jelisavac;Ivana Brnjika Slovaka 37;Osnovna škola;Osječko-baranjska županija;Ljerka Ćorković;031/605-011, 031/605-464, 031 605 173;031/605-011;ured@os-ibslovak-jelisavac.skole.hr;www.os-ibslovak-jelisavac.skole.hr
14-050-003;OSNOVNA ŠKOLA KRALJA TOMISLAVA;Osječko-baranjska županija;31500;Našice;Ulica Matice hrvatske 1;Osnovna škola;Osječko-baranjska županija;Vlatka Zahirović;031/615-270, 031/615-270, 031/615-271, 031/617-851;031/617-850, 031/617-851;ured@os-kralja-tomislava-na.skole.hr;http://os-kralja-tomislava-na.skole.hr/
14-060-001;Centar za odgoj i obrazovanje Ivan Štark;Osječko-baranjska županija;31000;Osijek;DRINSKA 12/B;Osnovna škola;GRAD OSIJEK;Edit Lemal;031/274-811;031/274-812;centar@centar-istark-os.skole.hr;
14-060-002;Osnovna škola Svete Ane u Osijeku;Osječko-baranjska županija;31000;Osijek;Svete Ane 2;Osnovna škola;GRAD OSIJEK;Emina Šinka;031/372-744, 031/372-744, 031/372-745;031/374-075;ured@os-svete-ane-os.skole.hr;http://www.os-svete-ane-os.skole.hr
14-060-003;Osnovna škola Franje Krežme;Osječko-baranjska županija;31000;Osijek;Školska 3;Osnovna škola;GRAD OSIJEK;Jadranka Jurić;031/212-950, 031/212-960;031/215-268;ured@os-fkrezme-os.skole.hr;http://os-fkrezme-os.skole.hr/
14-060-004;Osnovna škola Antuna Mihanovića;Osječko-baranjska županija;31000;Osijek;Ivana Gundulića 5a;Osnovna škola;GRAD OSIJEK;Josip Mandurić;031/202-744, 031/202-744, 031/213-677;031/495-495;ured@os-amihanovica-os.skole.hr;http://os-amihanovica-os.skole.hr/
14-060-005;Osnovna škola Vladimira Becića Osijek;Osječko-baranjska županija;31000;Osijek;VIJENAC AUGUSTA CESARCA 36;Osnovna škola;GRAD OSIJEK;Tatjana Kristek;031/375-645, 031/375-644, 031/375-844, 031/376-366;;os-vb@os-vbecica-os.skole.hr;
14-060-006;Osnovna škola Mladost;Osječko-baranjska županija;31000;Osijek;SJENJAK 7;Osnovna škola;GRAD OSIJEK;Josip Jukić;031/574-914, 031/574-914, 031/496-681;031/574-913;osmladostos@gmail.com, ured@os-mladost-os.skole.hr;
14-060-007;Osnovna škola Frana Krste Frankopana;Osječko-baranjska županija;31000;Osijek;FRANKOPANSKA 64;Osnovna škola;GRAD OSIJEK;Antun Ptičar;031/505-820, 031/530-263;031/575-125;osijek@os-fkfrankopana-os.skole.hr;http://os-fkfrankopana-os-skole.hr
14-060-008;Osnovna škola Vijenac;Osječko-baranjska županija;31000;Osijek;VIJENAC IVANA MEŠTROVIĆA 36;Osnovna škola;GRAD OSIJEK;Vesna Vrbošić;031/204-232, 031/204-232, 031/204-234, 031/215-703, 095/2573992;031/204-233;ravnatelj@os-vijenac-os.skole.hr, vesna.vrbosic@skole.hr;os-vijenac-os.skole.hr
14-060-009;Osnovna škola Ljudevita Gaja;Osječko-baranjska županija;31000;Osijek;KRSTOVA 99;Osnovna škola;GRAD OSIJEK;Aleksandra Krampač-Grljušić;031/503-800, 031/503-800, 031/506-236, 031/503-800;031/505-340;skola@os-ljgaja-os.skole.hr;http://os-ljgaja-os.skole.hr/
14-060-010;Osnovna škola Jagode Truhelke;Osječko-baranjska županija;31000;Osijek;CRKVENA ULICA 23;Osnovna škola;GRAD OSIJEK;Franjo Vukelić;031/ 506-175, 031/506-176;031 501 214;skola@os-jtruhelke-os.skole.hr;www.os-jtruhelke-os.skole.hr
14-060-011;Osnovna škola Grigor Vitez;Osječko-baranjska županija;31000;Osijek;KORČULANSKA 1;Osnovna škola;GRAD OSIJEK;Hrvoje Brod;031/503-416, 031/626-672, 031/626-674, 031/626-675, 031/626-679, 031/506-670, 031/503-416 i birajte broj 1;031/506-676;dragana.marendic@skole.hr, skola@os-gvitez-os.skole.hr;
14-060-012;Osnovna škola Tin Ujević;Osječko-baranjska županija;31000;Osijek;OPATIJSKA 46;Osnovna škola;GRAD OSIJEK;Jasenka Vajdić;031/561-210, 031/561-212, 031/561-210;031/561-210;ured@os-tujevic-os.skole.hr;
14-060-013;Osnovna škola Tenja;Osječko-baranjska županija;31207;Tenja;SVETE ANE 2;Osnovna škola;GRAD OSIJEK;Draženka Šebek;031/290-211, 031/290-211, 031/290-922, 095-901-60-81;031/295-133;ured@os-tenja.skole.hr;
14-060-014;Osnovna škola Dobriša Cesarić;Osječko-baranjska županija;31000;Osijek;NERETVANSKA 10;Osnovna škola;GRAD OSIJEK;;031/272-938, 031/272-938/2, 031/273-118;031/275-245;ured@os-dcesaric-os.skole.hr;http://os-dcesaric-os.skole.hr
14-060-015;Osnovna škola August Šenoa;Osječko-baranjska županija;31000;Osijek;Drinska 14;Osnovna škola;GRAD OSIJEK;Krešimir Ćosić;031/273-995, 031/271-842, 031/275-160, 031/275-161;031/271-842;asenoa@os-asenoa-os.skole.hr;
14-060-016;Osnovna škola Josipovac;Osječko-baranjska županija;31221;Josipovac;Osječka 77 a;Osnovna škola;GRAD OSIJEK;Vlatka Mihaljević;031/355-688, 031/356-488;031/356 489;skola@os-josipovac.skole.hr;
14-060-017;OSNOVNA ŠKOLA VIŠNJEVAC;Osječko-baranjska županija;31220;Višnjevac;CRNI PUT 41;Osnovna škola;GRAD OSIJEK;Dane Končar;031/310-180, 031/310-188, 031/352-416;031/352-416;ured@os-visnjevac.skole.hr;
14-060-018;Osnovna škola Ivana Filipovića;Osječko-baranjska županija;31000;Osijek;KALNIČKA 48;Osnovna škola;GRAD OSIJEK;Zlatko Kraljević;031/303-833, 031/303-833, 031/303-533;031/303-533;ured@os-ifilipovica-os.skole.hr;
14-060-019;Osnovna škola Retfala;Osječko-baranjska županija;31000;Osijek;KAPELSKA 51a;Osnovna škola;GRAD OSIJEK;Igor Kopić;031/378-012, 031/378-012, 031/378-011, 031/379-240, 031/379-239, 031/307-310, 031/301-799;031/378-012;ured@os-retfala-os.skole.hr;www.retfala-os.skole.hr
14-060-021;PROSVJETNO-KULTURNI CENTAR MAĐARA U REPUBLICI HRVATSKOJ;Osječko-baranjska županija;31000;Osijek;DRINSKA 12/A;Osnovna škola, Srednja škola;Ministarstvo znanosti obrazovanja i športa;Janoš Andoči;031/ 274 - 339, 031/274-339, lokal 2, 031/274-340, 031/274-339 lokal 1;031/ 275 - 265, 031/ 274 - 921;hmomk@pkcm.hr, ravnatelj@pkcm.hr;www.pkcm.hr
14-085-001;Osnovna škola Matije Petra Katančića;Osječko-baranjska županija;31550;Valpovo;I. L. RIBARA 3;Osnovna škola, Umjetnička škola;Osječko-baranjska županija;Dalibor Košutić;031/651-576;031/654-576;ravnatelj@oskatancic.hr, racunovodstvo@oskatancic.hr, tajnistvo@oskatancic.hr, ured@oskatancic.hr;http://oskatancic.hr
